name,hd,ra,dec,vmag,class
SAO 58685,,90.696313,36.869953, 8.7,STAR
SAO 70436,,310.979671,36.870283, 8.6,STAR
SAO 58796,,92.334646,36.870547, 9.0,STAR
SAO 64279,,220.509446,36.871958, 9.5,STAR
SAO 65636,,253.456067,36.8725, 9.3,STAR
SAO 72440,,337.978371,36.873206, 9.0,STAR
SAO 73193,,350.25485,36.873906, 9.5,STAR
SAO 65190,,244.145504,36.875992, 8.8,STAR
SAO 71993,,331.055342,36.876517, 9.5,STAR
SAO 71633,,325.703937,36.876542, 8.9,STAR
SAO 70534,,312.234046,36.876831, 9.1,STAR
SAO 65787,,256.500371,36.878322, 9.3,STAR
SAO 60883,,128.120967,36.878508, 9.2,STAR
SAO 63912,,210.788858,36.879144, 9.1,STAR
SAO 61583,,143.85815,36.880664, 8.8,STAR
SAO 65784,,256.464754,36.883269, 9.1,STAR
SAO 67665,,284.727696,36.884683, 8.6,STAR
SAO 58938,,94.340246,36.885136, 9.0,STAR
SAO 66213,,264.663121,36.886733, 8.5,STAR
SAO 62726,,177.752342,36.888761, 8.8,STAR
SAO 68186,,290.304875,36.890467, 9.0,STAR
SAO 73069,,347.883808,36.892967, 9.1,STAR
SAO 64343,,222.276071,36.894017, 9.0,STAR
SAO 70184,,308.286004,36.895525, 9.3,STAR
SAO 71067,,318.154667,36.895572, 9.0,STAR
SAO 70651,,313.498846,36.896486, 8.8,STAR
SAO 54167,,12.311288,36.896767, 9.0,STAR
SAO 72825,,343.509338,36.897419, 9.0,STAR
SAO 63306,,195.366158,36.897564, 9.0,STAR
SAO 55180,,30.101971,36.897675, 9.1,STAR
SAO 70163,,308.040633,36.897897, 9.2,STAR
SAO 71625,,325.602496,36.900994, 8.9,STAR
SAO 73256,,351.683975,36.902831, 8.9,STAR
SAO 54778,,23.272142,36.905947, 9.4,STAR
SAO 63185,,191.590279,36.907475, 9.5,STAR
SAO 67755,,285.920883,36.908, 9.2,STAR
SAO 64104,,215.622038,36.908189, 9.0,STAR
SAO 70014,,306.520621,36.908825, 9.1,STAR
SAO 54150,,11.982275,36.909594, 8.6,STAR
SAO 71597,,325.261854,36.910036, 8.8,STAR
SAO 62316,,163.951437,36.910289, 9.1,STAR
SAO 65432,,249.226625,36.912281, 9.1,STAR
SAO 72691,,341.377958,36.913653, 8.5,STAR
SAO 70955,,317.009783,36.913756, 8.7,STAR
SAO 62903,,183.504608,36.914214, 9.4,STAR
SAO 67549,,283.548129,36.914317, 8.5,STAR
SAO 55305,,32.361025,36.916272, 8.6,STAR
SAO 71243,,320.422958,36.916694, 9.4,STAR
SAO 58973,,94.717354,36.917319, 9.4,STAR
SAO 66391,,267.953104,36.919994, 9.0,STAR
SAO 59168,,97.813942,36.920042, 9.4,STAR
SAO 61144,,134.233125,36.920369, 9.2,STAR
SAO 73263,,351.795296,36.920617, 8.7,STAR
SAO 70209,,308.539896,36.922922, 9.1,STAR
SAO 59476,,101.750267,36.923167, 9.1,STAR
SAO 70891,,316.392862,36.924569, 8.4,STAR
SAO 63810,,208.306025,36.925503, 9.1,STAR
SAO 72783,,342.843079,36.926058, 8.9,STAR
SAO 67276,,280.621217,36.926478, 8.2,STAR
SAO 66405,,268.067563,36.926636, 9.0,STAR
SAO 72566,,339.728858,36.928153, 9.1,STAR
SAO 62470,,169.017233,36.929514, 8.5,STAR
SAO 70501,,311.799121,36.929597, 9.1,STAR
SAO 61057,,132.103546,36.930014, 8.7,STAR
SAO 63808,,208.271458,36.930442, 9.1,STAR
SAO 71686,,326.644862,36.930778, 9.0,STAR
SAO 71842,,328.837125,36.930856, 8.4,STAR
SAO 72914,,345.030658,36.932964, 9.0,STAR
SAO 67151,,278.960812,36.935031, 8.5,STAR
SAO 66350,,267.204971,36.935208, 9.0,STAR
SAO 66950,,276.185025,36.936811, 9.2,STAR
SAO 66553,,270.127725,36.937839, 9.3,STAR
SAO 67379,,281.768758,36.937986, 9.0,STAR
SAO 66896,,275.313767,36.939258, 8.7,STAR
SAO 68222,,290.651058,36.939344, 9.3,STAR
SAO 60996,,130.622025,36.940528, 9.2,STAR
SAO 70797,,315.32335,36.942278, 9.0,STAR
SAO 60916,,129.110875,36.944592, 9.6,STAR
SAO 54226,,13.2264,36.945, 8.1,STAR
SAO 60124,,112.356858,36.946625, 9.1,STAR
SAO 71772,,327.900279,36.947042, 8.8,STAR
SAO 59620,,104.062608,36.947744, 8.0,STAR
SAO 72996,,346.628229,36.949078, 9.0,STAR
SAO 58430,,86.835242,36.950242, 8.5,STAR
SAO 62629,,174.432958,36.950406, 9.4,STAR
SAO 54684,,21.364675,36.950561, 9.4,STAR
SAO 68056,,289.007467,36.951683, 8.7,STAR
SAO 63353,,196.858438,36.953511, 9.4,STAR
SAO 68386,,292.315429,36.955133, 8.8,STAR
SAO 70076,,307.122379,36.955314, 9.2,STAR
SAO 63640,,204.172479,36.958675, 9.5,STAR
SAO 55781,,40.244758,36.960447, 9.3,STAR
SAO 61579,,143.775187,36.960975, 8.9,STAR
SAO 71884,,329.489708,36.961192, 9.2,STAR
SAO 70654,,313.575963,36.9615, 8.7,STAR
SAO 65613,,252.913129,36.961792, 9.0,STAR
SAO 60647,,123.275208,36.9618, 9.5,STAR
SAO 67820,,286.614163,36.962103, 9.5,STAR
SAO 70339,,309.911479,36.962717, 9.2,STAR
SAO 72956,,345.717892,36.963433, 9.2,STAR
SAO 66761,,273.254192,36.966661, 9.1,STAR
SAO 70029,,306.635229,36.968194, 9.0,STAR
SAO 70054,,306.895779,36.9684, 9.1,STAR
SAO 71946,,330.249292,36.969981, 8.9,STAR
SAO 68295,,291.422058,36.971292, 8.8,STAR
SAO 66772,,273.372288,36.972197, 9.0,STAR
SAO 59377,,100.500613,36.9722, 9.1,STAR
SAO 72881,,344.397812,36.972911, 9.1,STAR
SAO 61955,,153.839625,36.974161, 9.0,STAR
SAO 63166,,191.054267,36.974447, 9.4,STAR
SAO 65744,,255.508392,36.975206, 8.2,STAR
SAO 63298,,195.237492,36.975728, 9.3,STAR
SAO 65484,,250.290092,36.975928, 9.2,STAR
SAO 70733,,314.544038,36.976167, 8.6,STAR
SAO 67684,,285.01325,36.977869, 9.0,STAR
SAO 63652,,204.480621,36.978347, 9.0,STAR
SAO 72877,,344.328758,36.978806, 9.3,STAR
SAO 54285,,14.260542,36.979347, 9.3,STAR
SAO 67419,,282.230733,36.981064, 9.5,STAR
SAO 66382,,267.719946,36.981156, 9.0,STAR
SAO 54862,,24.681767,36.981553, 8.9,STAR
SAO 59091,,96.860392,36.983017, 9.1,STAR
SAO 59093,,96.894042,36.984514, 9.0,STAR
SAO 60065,,111.439133,36.985075, 9.3,STAR
SAO 62891,,183.055696,36.985192, 8.9,STAR
SAO 66534,,269.688342,36.986367, 9.0,STAR
SAO 65551,,251.638563,36.990144, 9.5,STAR
SAO 64709,,231.779388,36.990506, 9.4,STAR
SAO 64443,,224.794788,36.995181, 9.1,STAR
SAO 59780,,106.684321,36.995203, 8.8,STAR
SAO 63943,,211.977704,36.996647, 8.5,STAR
SAO 67087,,278.0841,36.999067, 7.8,STAR
SAO 71690,,326.6917,36.999664, 9.5,STAR
SAO 55683,,38.885733,37.000992, 9.1,STAR
SAO 63677,,205.068042,37.002606, 8.0,STAR
SAO 67003,,277.0617,37.002992, 9.2,STAR
SAO 60136,,112.596521,37.004297, 9.5,STAR
SAO 55075,,28.661008,37.004858, 8.7,STAR
SAO 72319,,336.344938,37.006097, 9.2,STAR
SAO 64222,,218.544346,37.006208, 9.3,STAR
SAO 64952,,237.91295,37.007511, 9.0,STAR
SAO 55823,,41.039425,37.007544, 9.0,STAR
SAO 54717,,21.989887,37.010044, 8.9,STAR
SAO 55285,,32.079304,37.010269, 9.0,STAR
SAO 66026,,261.244275,37.011578, 9.0,STAR
SAO 63867,,209.795058,37.013719, 8.5,STAR
SAO 67916,,287.637475,37.014183, 9.2,STAR
SAO 68964,,297.787525,37.016556, 9.4,STAR
SAO 63820,,208.559425,37.016819, 8.9,STAR
SAO 63136,,190.34555,37.016961, 9.3,STAR
SAO 70583,,312.844042,37.017731, 8.5,STAR
SAO 72641,,340.573675,37.019039, 9.0,STAR
SAO 55956,,43.028783,37.019586, 8.9,STAR
SAO 73091,,348.321229,37.020542, 8.6,STAR
SAO 70388,,310.434933,37.020986, 8.6,STAR
SAO 62919,,183.844217,37.023172, 9.2,STAR
SAO 60063,,111.376029,37.024469, 9.2,STAR
SAO 72821,,343.499425,37.02585, 9.0,STAR
SAO 67800,,286.362404,37.025981, 8.9,STAR
SAO 59523,,102.495312,37.026514, 9.0,STAR
SAO 66821,,274.178042,37.026592, 8.3,STAR
SAO 54142,,11.712275,37.026639, 9.3,STAR
SAO 71277,,320.86795,37.028081, 9.1,STAR
SAO 63907,,210.690396,37.028136, 9.2,STAR
SAO 63950,,212.104346,37.0291, 9.1,STAR
SAO 70709,,314.268375,37.029547, 9.1,STAR
SAO 65338,,247.405596,37.029975, 8.8,STAR
SAO 59485,,101.895971,37.030433, 9.3,STAR
SAO 67929,,287.750212,37.033089, 9.1,STAR
SAO 55267,,31.64625,37.034608, 8.7,STAR
SAO 54640,,20.730579,37.034622, 8.8,STAR
SAO 65048,,240.826896,37.035881, 9.4,STAR
SAO 68516,,293.601033,37.036711, 8.7,STAR
SAO 71880,,329.416004,37.037331, 8.7,STAR
SAO 63110,,189.469108,37.037436, 8.9,STAR
SAO 53711,,2.966013,37.040478, 8.8,STAR
SAO 64297,,220.952612,37.0423, 9.3,STAR
SAO 58876,,93.560963,37.043142, 8.7,STAR
SAO 65947,,259.933862,37.043772, 8.7,STAR
SAO 67895,,287.436058,37.043914, 9.2,STAR
SAO 72151,,333.440804,37.044197, 9.2,STAR
SAO 70745,,314.661675,37.044928, 8.5,STAR
SAO 59920,,108.921425,37.045303, 9.5,STAR
SAO 63053,,188.131017,37.045672, 9.0,STAR
SAO 65193,,244.161996,37.046114, 8.8,STAR
SAO 59154,,97.592246,37.048258, 8.9,STAR
SAO 70494,,311.739571,37.048272, 8.9,STAR
SAO 73267,,351.878,37.049056, 8.6,STAR
SAO 64182,,217.531317,37.050717, 9.2,STAR
SAO 58934,,94.222529,37.052872, 9.4,STAR
SAO 68556,,293.993513,37.054064, 8.4,STAR
SAO 56032,,44.3733,37.054258, 9.4,STAR
SAO 58733,,91.524575,37.054603, 8.5,STAR
SAO 62850,,181.965329,37.054692, 9.2,STAR
SAO 64225,,218.61675,37.055947, 8.6,STAR
SAO 60951,,129.774217,37.056161, 9.5,STAR
SAO 65729,,255.306733,37.058875, 8.9,STAR
SAO 54799,,23.7324,37.059014, 9.3,STAR
SAO 68357,,292.082983,37.0595, 8.9,STAR
SAO 55932,,42.658988,37.0607, 9.3,STAR
SAO 60487,,119.607242,37.061633, 9.3,STAR
SAO 58470,,87.309633,37.061886, 8.7,STAR
SAO 68404,,292.571879,37.062261, 8.7,STAR
SAO 65405,,248.785929,37.062336, 9.4,STAR
SAO 65800,,256.773596,37.063531, 8.9,STAR
SAO 72791,,342.95115,37.064108, 8.9,STAR
SAO 65413,,248.842517,37.064264, 9.4,STAR
SAO 71056,,318.054725,37.06445, 8.5,STAR
SAO 63477,,199.950925,37.065583, 9.5,STAR
SAO 63030,,187.6015,37.066033, 9.2,STAR
SAO 59511,,102.356742,37.067689, 8.6,STAR
SAO 62211,,160.633187,37.070581, 9.2,STAR
SAO 68192,,290.345021,37.071086, 8.0,STAR
SAO 66667,,272.008267,37.073067, 8.8,STAR
SAO 67712,,285.3125,37.073261, 8.1,STAR
SAO 64511,,226.867275,37.073483, 8.6,STAR
SAO 55778,,40.172179,37.074886, 9.1,STAR
SAO 68775,,296.037442,37.075556, 9.3,STAR
SAO 66059,,261.774992,37.078881, 8.9,STAR
SAO 68141,,289.887338,37.079064, 9.2,STAR
SAO 53791,,4.455429,37.079211, 9.1,STAR
SAO 68574,,294.101033,37.080958, 8.3,STAR
SAO 63357,,196.939879,37.081383, 9.0,STAR
SAO 54936,,25.929688,37.081514, 8.9,STAR
SAO 65535,,251.412471,37.082389, 8.7,STAR
SAO 67678,,284.901588,37.083081, 8.6,STAR
SAO 67749,,285.895613,37.083228, 9.0,STAR
SAO 54345,,15.221787,37.08515, 9.2,STAR
SAO 71605,,325.387938,37.087614, 8.7,STAR
SAO 68241,,290.888021,37.089464, 9.0,STAR
SAO 54022,,9.092562,37.089811, 8.9,STAR
SAO 65042,,240.710458,37.090558, 8.4,STAR
SAO 58919,,94.030875,37.092689, 8.5,STAR
SAO 61133,,133.816921,37.095306, 9.1,STAR
SAO 55119,,29.242675,37.0958, 8.3,STAR
SAO 72385,,337.189192,37.096822, 9.0,STAR
SAO 63330,,196.19395,37.099528, 9.3,STAR
SAO 59360,,100.307542,37.101892, 9.2,STAR
SAO 61212,,135.537058,37.102089, 9.2,STAR
SAO 70117,,307.513379,37.102972, 8.7,STAR
SAO 67581,,283.852158,37.104194, 9.2,STAR
SAO 72474,,338.554325,37.104728, 9.3,STAR
SAO 73211,,350.752517,37.105014, 9.0,STAR
SAO 55409,,34.137808,37.105267, 8.4,STAR
SAO 58572,,88.863012,37.1053, 8.8,STAR
SAO 54183,,12.565758,37.108339, 9.2,STAR
SAO 54300,,14.537504,37.108397, 9.2,STAR
SAO 61803,,149.982842,37.108781, 8.7,STAR
SAO 70383,,310.400704,37.112294, 9.2,STAR
SAO 62822,,181.033283,37.113314, 8.9,STAR
SAO 58340,,85.471892,37.115072, 8.1,STAR
SAO 70438,,311.041908,37.116789, 8.4,STAR
SAO 65734,,255.351404,37.117603, 9.3,STAR
SAO 64351,,222.524333,37.117825, 9.5,STAR
SAO 68343,,291.892621,37.117825, 8.2,STAR
SAO 55999,,43.871008,37.117953, 8.4,STAR
SAO 65046,,240.80105,37.119153, 8.0,STAR
SAO 62457,,168.385421,37.119703, 8.8,STAR
SAO 70885,,316.297054,37.120144, 9.0,STAR
SAO 56004,,43.911721,37.120478, 8.7,STAR
SAO 71213,,319.998283,37.120694, 9.2,STAR
SAO 67838,,286.850146,37.121858, 8.5,STAR
SAO 61811,,150.332358,37.122719, 9.1,STAR
SAO 62094,,157.810037,37.124056, 8.9,STAR
SAO 71366,,321.955792,37.127011, 9.0,STAR
SAO 61401,,139.9412,37.127278, 9.0,STAR
SAO 71627,,325.624925,37.128242, 9.1,STAR
SAO 64429,,224.597758,37.130758, 9.0,STAR
SAO 73404,,354.710992,37.132244, 9.1,STAR
SAO 65309,,246.753817,37.132292, 9.5,STAR
SAO 55055,,28.262446,37.134858, 9.0,STAR
SAO 65226,,244.815592,37.136792, 9.1,STAR
SAO 66197,,264.494375,37.138894, 9.0,STAR
SAO 64223,,218.557013,37.139183, 8.5,STAR
SAO 63201,,192.198271,37.139275, 9.4,STAR
SAO 66194,,264.394767,37.140397, 9.1,STAR
SAO 67477,,282.805683,37.141775, 9.0,STAR
SAO 67909,,287.552892,37.14215, 8.6,STAR
SAO 61788,,149.740467,37.142342, 9.0,STAR
SAO 63300,,195.266396,37.142739, 9.5,STAR
SAO 72377,,337.107975,37.142983, 9.2,STAR
SAO 61950,,153.741792,37.143786, 9.4,STAR
SAO 62957,,185.137133,37.14385, 9.4,STAR
SAO 70702,,314.185329,37.144092, 9.1,STAR
SAO 65445,,249.545912,37.144733, 8.5,STAR
SAO 68883,,297.06795,37.145231, 9.5,STAR
SAO 67878,,287.246617,37.146369, 9.2,STAR
SAO 70558,,312.560092,37.147064, 9.1,STAR
SAO 55407,,34.124233,37.147378, 8.5,STAR
SAO 61119,,133.509071,37.147544, 8.8,STAR
SAO 70840,,315.85775,37.147581, 9.2,STAR
SAO 54303,,14.557721,37.148417, 9.3,STAR
SAO 72049,,331.934838,37.149614, 9.0,STAR
SAO 58890,,93.730675,37.150386, 9.1,STAR
SAO 55232,,30.943438,37.150394, 9.6,STAR
SAO 53749,,3.657196,37.150536, 9.1,STAR
SAO 65924,,259.444454,37.151542, 8.7,STAR
SAO 68572,,294.0972,37.154169, 9.1,STAR
SAO 54952,,26.402946,37.154706, 8.9,STAR
SAO 67313,,281.106521,37.155267, 8.9,STAR
SAO 62366,,165.568008,37.155544, 9.5,STAR
SAO 65316,,246.854692,37.156894, 9.4,STAR
SAO 62371,,165.665821,37.159397, 9.3,STAR
SAO 61546,,142.984604,37.159436, 8.5,STAR
SAO 70717,,314.357937,37.160292, 8.6,STAR
SAO 65372,,248.117804,37.161472, 9.3,STAR
SAO 67033,,277.50605,37.162081, 9.0,STAR
SAO 55627,,37.904225,37.162281, 8.6,STAR
SAO 70869,,316.169396,37.163014, 8.4,STAR
SAO 66780,,273.4902,37.163867, 8.8,STAR
SAO 64928,,237.393575,37.164169, 8.9,STAR
SAO 64615,,229.426312,37.16435, 9.1,STAR
SAO 66605,,271.051542,37.165086, 8.8,STAR
SAO 68243,,290.918304,37.165133, 9.1,STAR
SAO 70146,,307.844088,37.167128, 9.4,STAR
SAO 58298,,84.910854,37.167747, 8.8,STAR
SAO 71921,,329.955425,37.168542, 8.9,STAR
SAO 58573,,88.915108,37.170892, 9.0,STAR
SAO 63407,,198.252475,37.172347, 9.1,STAR
SAO 58499,,87.776221,37.173442, 8.5,STAR
SAO 62408,,166.663938,37.173944, 9.2,STAR
SAO 60848,,127.360121,37.174022, 8.8,STAR
SAO 61514,,142.41485,37.176206, 9.4,STAR
SAO 54779,,23.313425,37.176692, 8.4,STAR
SAO 54652,,20.898612,37.180636, 8.7,STAR
SAO 63621,,203.665288,37.181847, 8.9,STAR
SAO 62062,,157.288192,37.184256, 9.1,STAR
SAO 72958,,345.723258,37.185861, 9.3,STAR
SAO 59779,,106.6764,37.185992, 9.4,STAR
SAO 66584,,270.745325,37.186256, 9.0,STAR
SAO 63207,,192.257254,37.186764, 9.4,STAR
SAO 70360,,310.222308,37.188439, 8.8,STAR
SAO 63505,,200.712963,37.189264, 9.1,STAR
SAO 56069,,45.057125,37.190053, 9.4,STAR
SAO 58700,,91.016433,37.191058, 9.0,STAR
SAO 61858,,151.522608,37.193589, 9.2,STAR
SAO 54236,,13.36345,37.194008, 8.8,STAR
SAO 54243,,13.495287,37.195153, 9.3,STAR
SAO 58911,,93.979742,37.195158, 9.1,STAR
SAO 71520,,324.1674,37.195583, 8.6,STAR
SAO 68202,,290.445429,37.195858, 8.5,STAR
SAO 71184,,319.606204,37.195983, 9.3,STAR
SAO 70942,,316.823117,37.196028, 8.6,STAR
SAO 66639,,271.674308,37.196492, 8.7,STAR
SAO 59053,,96.216554,37.196686, 9.0,STAR
SAO 63872,,209.88955,37.197269, 8.6,STAR
SAO 68589,,294.302329,37.197878, 8.7,STAR
SAO 68584,,294.23895,37.198022, 8.8,STAR
SAO 66465,,268.746429,37.198392, 9.0,STAR
SAO 70134,,307.735492,37.200664, 9.2,STAR
SAO 58341,,85.475829,37.200794, 9.1,STAR
SAO 70518,,312.013542,37.201233, 8.9,STAR
SAO 61154,,134.373321,37.201306, 9.1,STAR
SAO 72541,,339.278246,37.204822, 8.6,STAR
SAO 67495,,283.043167,37.206169, 9.1,STAR
SAO 59421,,101.043746,37.207575, 9.1,STAR
SAO 62300,,163.498354,37.208194, 8.7,STAR
SAO 55474,,35.191371,37.208786, 8.8,STAR
SAO 55489,,35.481183,37.209381, 8.8,STAR
SAO 64694,,231.345117,37.211189, 8.8,STAR
SAO 54312,,14.744333,37.212364, 9.4,STAR
SAO 62176,,159.756729,37.215447, 9.0,STAR
SAO 55548,,36.485267,37.215856, 8.4,STAR
SAO 58987,,94.977979,37.218644, 8.8,STAR
SAO 62644,,174.913338,37.219006, 9.0,STAR
SAO 59788,,106.749138,37.219583, 9.3,STAR
SAO 70363,,310.234175,37.22075, 8.9,STAR
SAO 55057,,28.265563,37.221461, 9.1,STAR
SAO 60853,,127.436292,37.221944, 8.8,STAR
SAO 60983,,130.402083,37.223158, 8.5,STAR
SAO 63692,,205.521842,37.224608, 8.0,STAR
SAO 68383,,292.294163,37.224758, 8.8,STAR
SAO 55074,,28.613612,37.224761, 9.4,STAR
SAO 68083,,289.298658,37.225444, 8.5,STAR
SAO 73210,,350.741962,37.226269, 9.0,STAR
SAO 61390,,139.690346,37.227431, 9.2,STAR
SAO 70901,,316.466908,37.228408, 9.0,STAR
SAO 59688,,105.282996,37.228447, 9.3,STAR
SAO 64756,,232.86095,37.229533, 9.0,STAR
SAO 65248,,245.378787,37.231903, 9.0,STAR
SAO 62260,,162.126496,37.233483, 9.1,STAR
SAO 73180,,350.062729,37.233764, 8.8,STAR
SAO 64437,,224.703917,37.234014, 7.8,STAR
SAO 66799,,273.752983,37.235689, 9.1,STAR
SAO 61423,,140.348363,37.237856, 8.9,STAR
SAO 53620,,1.196196,37.237958, 9.2,STAR
SAO 64597,,228.988275,37.238019, 9.0,STAR
SAO 65305,,246.7381,37.238792, 9.2,STAR
SAO 59329,,99.765567,37.240067, 8.9,STAR
SAO 63228,,193.112904,37.240317, 9.3,STAR
SAO 58775,,92.02845,37.240892, 8.8,STAR
SAO 72267,,335.53295,37.241283, 9.0,STAR
SAO 58722,,91.362971,37.241567, 9.2,STAR
SAO 67340,,281.361675,37.242364, 8.6,STAR
SAO 72902,,344.846612,37.242717, 8.9,STAR
SAO 67075,,277.887983,37.242747, 8.4,STAR
SAO 67391,,281.910262,37.243164, 8.5,STAR
SAO 62561,,171.853588,37.245244, 9.2,STAR
SAO 73172,,349.902246,37.246786, 9.3,STAR
SAO 68116,,289.688558,37.246925, 8.9,STAR
SAO 64439,,224.740271,37.248103, 8.5,STAR
SAO 68231,,290.737021,37.248544, 8.9,STAR
SAO 63831,,208.744254,37.25025, 9.4,STAR
SAO 65330,,247.230854,37.251842, 9.3,STAR
SAO 67115,,278.495579,37.252064, 8.2,STAR
SAO 71311,,321.268867,37.252303, 8.9,STAR
SAO 62204,,160.524942,37.254672, 8.4,STAR
SAO 59469,,101.599829,37.256669, 8.7,STAR
SAO 66915,,275.619158,37.256678, 8.5,STAR
SAO 63670,,204.88515,37.257392, 9.3,STAR
SAO 71989,,331.012967,37.257522, 8.9,STAR
SAO 63343,,196.59765,37.257683, 9.1,STAR
SAO 71938,,330.174896,37.260308, 8.9,STAR
SAO 72537,,339.212817,37.260536, 8.9,STAR
SAO 55282,,32.002983,37.260586, 9.2,STAR
SAO 59304,,99.4701,37.260714, 9.0,STAR
SAO 59188,,98.037079,37.263303, 9.3,STAR
SAO 59614,,103.970138,37.264781, 8.7,STAR
SAO 67672,,284.773117,37.265039, 8.8,STAR
SAO 53960,,7.90645,37.266417, 8.7,STAR
SAO 56642,,55.57555,37.267217, 9.2,STAR
SAO 65853,,257.828567,37.268553, 9.2,STAR
SAO 71292,,321.081054,37.268886, 9.2,STAR
SAO 63627,,203.800408,37.269331, 8.5,STAR
SAO 64335,,222.062942,37.269636, 9.1,STAR
SAO 72192,,334.059338,37.269875, 8.9,STAR
SAO 71853,,328.948442,37.270567, 9.2,STAR
SAO 65055,,240.921754,37.272197, 8.7,STAR
SAO 64568,,228.38575,37.274811, 9.2,STAR
SAO 64631,,229.855708,37.275014, 8.7,STAR
SAO 59836,,107.534396,37.275911, 9.2,STAR
SAO 56842,,59.472079,37.27615, 9.2,STAR
SAO 73489,,356.47975,37.276264, 9.3,STAR
SAO 54649,,20.8605,37.277692, 9.4,STAR
SAO 61884,,152.118796,37.277797, 8.9,STAR
SAO 60823,,126.874638,37.279156, 9.0,STAR
SAO 65358,,247.77015,37.279883, 9.0,STAR
SAO 66004,,260.989375,37.279953, 8.5,STAR
SAO 67251,,280.284825,37.280189, 8.6,STAR
SAO 72255,,335.284783,37.280431, 8.9,STAR
SAO 60702,,124.404742,37.282419, 8.9,STAR
SAO 53902,,6.748687,37.282806, 9.2,STAR
SAO 60425,,118.587683,37.283183, 9.3,STAR
SAO 72974,,346.04095,37.284467, 8.5,STAR
SAO 73659,,359.936404,37.284706, 8.8,STAR
SAO 66417,,268.183367,37.286075, 8.8,STAR
SAO 59012,,95.47835,37.286389, 8.6,STAR
SAO 71588,,325.2007,37.286483, 9.0,STAR
SAO 72479,,338.631462,37.286897, 8.8,STAR
SAO 55797,,40.574867,37.287772, 8.7,STAR
SAO 53927,,7.225771,37.288217, 9.1,STAR
SAO 67778,,286.179087,37.288647, 8.8,STAR
SAO 66937,,276.012437,37.290131, 9.1,STAR
SAO 59913,,108.741258,37.290467, 9.1,STAR
SAO 69147,,299.299413,37.290647, 9.5,STAR
SAO 66098,,262.477962,37.291808, 9.3,STAR
SAO 55436,,34.512671,37.291883, 9.4,STAR
SAO 59461,,101.533213,37.292456, 8.7,STAR
SAO 55370,,33.59795,37.292689, 9.2,STAR
SAO 70899,,316.443633,37.293619, 9.1,STAR
SAO 71738,,327.335233,37.296128, 8.8,STAR
SAO 67553,,283.578854,37.297994, 8.8,STAR
SAO 64039,,214.114296,37.299758, 9.0,STAR
SAO 65235,,245.059179,37.300392, 9.1,STAR
SAO 53637,,1.410467,37.300594, 8.8,STAR
SAO 66632,,271.545004,37.301794, 8.5,STAR
SAO 72878,,344.354946,37.302722, 9.0,STAR
SAO 71883,,329.438371,37.306736, 8.7,STAR
SAO 72563,,339.6957,37.307242, 9.0,STAR
SAO 67197,,279.575142,37.307911, 8.7,STAR
SAO 72285,,335.725171,37.308911, 8.8,STAR
SAO 65439,,249.408862,37.309472, 9.0,STAR
SAO 71704,,326.774038,37.310319, 8.0,STAR
SAO 56073,,45.083992,37.312136, 9.4,STAR
SAO 59279,,99.127829,37.312325, 8.5,STAR
SAO 67558,,283.616204,37.312856, 8.1,STAR
SAO 54637,,20.594579,37.31315, 9.0,STAR
SAO 70302,,309.417517,37.313456, 9.0,STAR
SAO 63005,,186.59315,37.313483, 9.5,STAR
SAO 71369,,321.994317,37.313489, 9.1,STAR
SAO 55532,,36.353387,37.315575, 8.9,STAR
SAO 68388,,292.316892,37.315783, 9.2,STAR
SAO 67213,,279.817475,37.318931, 9.2,STAR
SAO 55987,,43.571592,37.318944, 9.4,STAR
SAO 67312,,281.104529,37.319719, 9.2,STAR
SAO 67715,,285.340546,37.319978, 8.5,STAR
SAO 58724,,91.369287,37.324469, 8.9,STAR
SAO 67930,,287.754671,37.325886, 9.0,STAR
SAO 70205,,308.490454,37.326558, 9.0,STAR
SAO 59639,,104.407754,37.326625, 9.3,STAR
SAO 63168,,191.075013,37.326978, 9.5,STAR
SAO 60174,,113.358113,37.327111, 8.4,STAR
SAO 71954,,330.378542,37.328114, 8.8,STAR
SAO 70038,,306.713171,37.329156, 9.0,STAR
SAO 61047,,131.720233,37.329817, 9.3,STAR
SAO 67231,,280.003946,37.331536, 8.7,STAR
SAO 71791,,328.134971,37.332819, 8.8,STAR
SAO 70219,,308.6572,37.333847, 9.3,STAR
SAO 61563,,143.450533,37.334128, 9.0,STAR
SAO 73200,,350.376925,37.334203, 9.6,STAR
SAO 54338,,15.114404,37.334656, 9.4,STAR
SAO 62552,,171.656763,37.334917, 9.6,STAR
SAO 54784,,23.46735,37.334967, 8.4,STAR
SAO 68223,,290.661162,37.337022, 8.6,STAR
SAO 65624,,253.194508,37.337089, 7.9,STAR
SAO 60162,,113.142196,37.337297, 8.5,STAR
SAO 62724,,177.675217,37.339347, 9.4,STAR
SAO 61470,,141.327083,37.339481, 9.5,STAR
SAO 72823,,343.505042,37.340208, 8.9,STAR
SAO 73492,,356.4859,37.342097, 8.7,STAR
SAO 61992,,155.270604,37.342422, 9.5,STAR
SAO 55349,,33.165075,37.342958, 8.7,STAR
SAO 70292,,309.359675,37.345314, 8.7,STAR
SAO 65600,,252.700942,37.345908, 8.5,STAR
SAO 62151,,159.179167,37.34635, 8.9,STAR
SAO 55913,,42.419337,37.348058, 8.5,STAR
SAO 65544,,251.549108,37.349511, 8.6,STAR
SAO 71862,,329.149042,37.349686, 9.1,STAR
